'Extract Method': 262
'Extract Variable': 209
'Rename Variable': 102
'Change Variable Type', 'Rename Variable': 51
'Rename Attribute': 50
'Change Variable Type': 46
'Change Return Type': 46
'Rename Parameter': 43
'Inline Variable': 31
'Move Attribute': 21
'Extract Method', 'Extract Variable': 18
